Date,Year,Month,Month_Name,Quarter,Day,Day_of_Week,Day_Name,Week_of_Year,Week_of_Month,Is_Weekend,Is_Month_Start,Is_Month_End,Transaction Description,Transaction_Description_Clean,Category,Amount,Type,Is_Income,Category_Avg_Amount,Monthly_Total_By_Category,Previous_Transaction_Amount,Rolling_7day_Avg,Rolling_30day_Avg,Days_Since_Last_Transaction,Cumulative_Spending_By_Category,Transaction_Count_By_Category
2022-05-02,2022,5,May,2,2,0,Monday,18,1,0,0,0,Stuff next write.,Stuff next write.,Utilities,1255.73,Expense,0,935.2482165605096,2767.02,832.98,878.3742857142859,1273.7040000000002,0.0,75561.66,74
2022-05-03,2022,5,May,2,3,1,Tuesday,18,1,0,0,0,Poor church.,Poor church.,Salary,103.3,Expense,0,1020.9147260273971,5699.93,1255.73,822.1285714285714,1246.513,1.0,65194.63,68
2022-05-05,2022,5,May,2,5,3,Thursday,18,1,0,0,0,Thank avoid man drive.,Thank avoid man drive.,Shopping,1573.75,Expense,0,979.205,5346.29,103.3,1005.6828571428571,1198.1713333333332,2.0,71353.27,72
2022-05-05,2022,5,May,2,5,3,Thursday,18,1,0,0,0,Medical nearly.,Medical nearly.,Shopping,822.44,Expense,0,979.205,5346.29,1573.75,889.83,1208.3736666666666,0.0,72175.71,73
2022-05-06,2022,5,May,2,6,4,Friday,18,1,0,0,0,Stage bad know of.,Stage bad know of.,Utilities,1511.29,Expense,0,935.2482165605096,2767.02,822.44,940.1328571428572,1222.15,1.0,77072.95,75
2022-05-07,2022,5,May,2,7,5,Saturday,18,1,1,0,0,None pressure lay future stay.,None pressure lay future stay.,Shopping,1119.0,Expense,0,979.205,5346.29,1511.29,1031.2128571428573,1225.3833333333334,1.0,73294.71,74
2022-05-07,2022,5,May,2,7,5,Saturday,18,1,1,0,0,Include news a before.,Include news a before.,Salary,1830.33,Expense,0,1020.9147260273971,5699.93,1119.0,1173.6914285714286,1224.067,0.0,67024.96,69
2022-05-07,2022,5,May,2,7,5,Saturday,18,1,1,0,0,Language budget market president.,Language budget market president.,Entertainment,608.47,Expense,0,1036.1221678321679,7947.1,1830.33,1081.2257142857143,1219.0493333333334,0.0,63479.38,63
2022-05-08,2022,5,May,2,8,6,Sunday,18,2,1,0,0,Forward should outside respond.,Forward should outside respond.,Investment,2588.0,Income,1,2558.112676056338,7015.0,608.47,1436.1828571428573,1253.9743333333333,1.0,139740.0,57
2022-05-08,2022,5,May,2,8,6,Sunday,18,2,1,0,0,Box service develop game.,Box service develop game.,Rent,1845.23,Expense,0,982.2750909090909,4417.43,2588.0,1474.9657142857143,1290.3093333333334,0.0,77424.35,71
2022-05-09,2022,5,May,2,9,0,Monday,19,2,0,0,0,Miss reduce animal clearly cell.,Miss reduce animal clearly cell.,Rent,1075.91,Expense,0,982.2750909090909,4417.43,1845.23,1511.1757142857143,1268.155,1.0,78500.26,72
2022-05-09,2022,5,May,2,9,0,Monday,19,2,0,0,0,Effect cultural.,Effect cultural.,Food & Drink,544.24,Expense,0,1070.425436241611,2292.74,1075.91,1373.0257142857142,1280.6396666666667,0.0,68736.73,64
2022-05-11,2022,5,May,2,11,2,Wednesday,19,2,0,0,0,Democratic station course full.,Democratic station course full.,Food & Drink,1748.5,Expense,0,1070.425436241611,2292.74,544.24,1462.9542857142858,1295.2386666666669,2.0,70485.23,65
2022-05-13,2022,5,May,2,13,4,Friday,19,2,0,0,0,Unit study.,Unit study.,Investment,4427.0,Income,1,2558.112676056338,7015.0,1748.5,1833.9071428571428,1376.613,2.0,144167.0,58
2022-05-13,2022,5,May,2,13,4,Friday,19,2,0,0,0,Leader operation mean white.,Leader operation mean white.,Health & Fitness,613.34,Expense,0,955.2240789473684,2106.02,4427.0,1834.6028571428571,1348.443,0.0,61903.99,69
2022-05-14,2022,5,May,2,14,5,Saturday,19,2,1,0,0,Save network item one under.,Save network item one under.,Entertainment,1874.95,Expense,0,1036.1221678321679,7947.1,613.34,1732.7385714285713,1360.448,1.0,65354.33,64
2022-05-19,2022,5,May,2,19,3,Thursday,20,3,0,0,0,Community spring billion price paper.,Community spring billion price paper.,Rent,1496.29,Expense,0,982.2750909090909,4417.43,1874.95,1682.8899999999999,1365.3156666666666,5.0,79996.55,73
2022-05-19,2022,5,May,2,19,3,Thursday,20,3,0,0,0,Thing industry participant realize.,Thing industry participant realize.,Entertainment,1394.3,Expense,0,1036.1221678321679,7947.1,1496.29,1728.3742857142856,1356.8426666666667,0.0,66748.63,65
2022-05-20,2022,5,May,2,20,4,Friday,20,3,0,0,0,Include record security.,Include record security.,Travel,767.52,Expense,0,1059.3611875000001,767.52,1394.3,1760.2714285714285,1371.8036666666667,1.0,88964.37,84
2022-05-20,2022,5,May,2,20,4,Friday,20,3,0,0,0,Huge garden family.,Huge garden family.,Shopping,1831.1,Expense,0,979.205,5346.29,767.52,1772.0714285714287,1407.407,0.0,75125.81,75
2022-05-22,2022,5,May,2,22,6,Sunday,20,4,1,0,0,Team republican very plan cut.,Team republican very plan cut.,Health & Fitness,623.76,Expense,0,955.2240789473684,2106.02,1831.1,1228.7514285714285,1387.0756666666668,2.0,62527.75,70
2022-05-23,2022,5,May,2,23,0,Monday,21,4,0,0,0,Tv car report window.,Tv car report window.,Salary,937.35,Expense,0,1020.9147260273971,5699.93,623.76,1275.0385714285715,1402.0230000000001,1.0,67962.31,70
2022-05-24,2022,5,May,2,24,1,Tuesday,21,4,0,0,0,My pm report set.,My pm report set.,Salary,1525.64,Expense,0,1020.9147260273971,5699.93,937.35,1225.1371428571426,1314.3110000000001,1.0,69487.95,71
2022-05-24,2022,5,May,2,24,1,Tuesday,21,4,0,0,0,Old wall report purpose.,Old wall report purpose.,Entertainment,747.7,Expense,0,1036.1221678321679,7947.1,1525.64,1118.1957142857143,1258.6009999999999,0.0,67496.33,66
2022-05-25,2022,5,May,2,25,2,Wednesday,21,4,0,0,0,There institution actually.,There institution actually.,Entertainment,1485.09,Expense,0,1036.1221678321679,7947.1,747.7,1131.1657142857143,1291.5366666666666,1.0,68981.42,67
2022-05-27,2022,5,May,2,27,4,Friday,21,4,0,0,0,Herself apply.,Herself apply.,Other,2918.0,Income,1,2726.7279411764707,5302.0,1485.09,1438.3771428571429,1379.1743333333334,2.0,180240.0,61
2022-05-28,2022,5,May,2,28,5,Saturday,21,4,1,0,0,Environment size worker.,Environment size worker.,Other,2384.0,Income,1,2726.7279411764707,5302.0,2918.0,1517.3628571428574,1404.194,1.0,182624.0,62
2022-05-29,2022,5,May,2,29,6,Sunday,21,5,1,0,0,Style real far.,Style real far.,Entertainment,1003.61,Expense,0,1036.1221678321679,7947.1,2384.0,1571.6271428571429,1399.0086666666668,1.0,69985.03,68
2022-05-29,2022,5,May,2,29,6,Sunday,21,5,1,0,0,Grow laugh.,Grow laugh.,Health & Fitness,522.08,Expense,0,955.2240789473684,2106.02,1003.61,1512.302857142857,1400.3633333333335,0.0,63049.83,71
2022-05-30,2022,5,May,2,30,0,Monday,22,5,0,0,0,Unit hold.,Unit hold.,Health & Fitness,346.84,Expense,0,955.2240789473684,2106.02,522.08,1343.902857142857,1384.1586666666667,1.0,63396.67,72
2022-05-30,2022,5,May,2,30,0,Monday,22,5,0,0,0,Score night down.,Score night down.,Salary,927.05,Expense,0,1020.9147260273971,5699.93,346.84,1369.5242857142855,1373.2026666666668,0.0,70415.0,72
2022-05-31,2022,5,May,2,31,1,Tuesday,22,5,0,0,1,Approach season data than team.,Approach season data than team.,Salary,376.26,Expense,0,1020.9147260273971,5699.93,927.05,1211.1200000000001,1382.3013333333333,1.0,70791.26,73
2022-06-01,2022,6,June,2,1,2,Wednesday,22,1,0,1,0,Treatment relate positive.,Treatment relate positive.,Food & Drink,1052.65,Expense,0,1070.425436241611,6618.52,376.26,944.6414285714285,1364.9313333333334,1.0,71537.88,66
2022-06-01,2022,6,June,2,1,2,Wednesday,22,1,0,1,0,Cultural right cover large work.,Cultural right cover large work.,Rent,1890.92,Expense,0,982.2750909090909,6829.400000000001,1052.65,874.2014285714286,1400.5473333333332,0.0,81887.47,74
2022-06-04,2022,6,June,2,4,5,Saturday,22,1,1,0,0,While same budget.,While same budget.,Food & Drink,830.66,Expense,0,1070.425436241611,6618.52,1890.92,849.4942857142858,1377.8596666666667,3.0,72368.54,67
2022-06-04,2022,6,June,2,4,5,Saturday,22,1,1,0,0,Evidence enough claim suffer.,Evidence enough claim suffer.,Entertainment,145.26,Expense,0,1036.1221678321679,2948.48,830.66,795.6628571428571,1345.4016666666669,0.0,70130.29,69
2022-06-06,2022,6,June,2,6,0,Monday,23,1,0,0,0,Letter visit always up.,Letter visit always up.,Investment,4642.0,Income,1,2558.112676056338,5819.0,145.26,1409.2571428571428,1439.124,2.0,148809.0,59
2022-06-07,2022,6,June,2,7,1,Tuesday,23,1,0,0,0,Past product make of group.,Past product make of group.,Food & Drink,1239.49,Expense,0,1070.425436241611,6618.52,4642.0,1453.8914285714288,1460.158,1.0,73608.03,68
2022-06-07,2022,6,June,2,7,1,Tuesday,23,1,0,0,0,Detail contain attention measure indeed.,Detail contain attention measure indeed.,Salary,1321.98,Expense,0,1020.9147260273971,1993.13,1239.49,1588.9942857142858,1417.957333333333,0.0,72113.24,74
2022-06-11,2022,6,June,2,11,5,Saturday,23,2,1,0,0,Begin determine degree forward.,Begin determine degree forward.,Other,597.0,Income,1,2726.7279411764707,5485.0,1321.98,1523.9014285714286,1376.3496666666665,4.0,183221.0,63
2022-06-11,2022,6,June,2,11,5,Saturday,23,2,1,0,0,Despite sell most.,Despite sell most.,Other,4888.0,Income,1,2726.7279411764707,5485.0,597.0,1952.0557142857142,1503.4193333333335,0.0,188109.0,64
2022-06-12,2022,6,June,2,12,6,Sunday,23,2,1,0,0,Either rich agency might.,Either rich agency might.,Rent,1836.92,Expense,0,982.2750909090909,6829.400000000001,4888.0,2095.807142857143,1546.5086666666668,1.0,83724.39,75
2022-06-12,2022,6,June,2,12,6,Sunday,23,2,1,0,0,Boy generation.,Boy generation.,Food & Drink,1009.41,Expense,0,1070.425436241611,6618.52,1836.92,2219.2571428571428,1521.8723333333332,0.0,74617.44,69
2022-06-12,2022,6,June,2,12,6,Sunday,23,2,1,0,0,Truth during always those high.,Truth during always those high.,Shopping,1614.27,Expense,0,979.205,2907.64,1009.41,1786.7242857142858,1428.1146666666668,0.0,76740.08,76
2022-06-13,2022,6,June,2,13,0,Monday,24,2,0,0,0,Sort knowledge analysis together court.,Sort knowledge analysis together court.,Entertainment,391.94,Expense,0,1036.1221678321679,2948.48,1614.27,1665.6457142857141,1420.7346666666667,1.0,70522.23,70
2022-06-17,2022,6,June,2,17,4,Friday,24,3,0,0,0,Way cold.,Way cold.,Health & Fitness,541.98,Expense,0,955.2240789473684,2460.98,391.94,1554.217142857143,1376.3023333333333,4.0,63938.65,73
2022-06-17,2022,6,June,2,17,4,Friday,24,3,0,0,0,Account assume prove similar ten.,Account assume prove similar ten.,Health & Fitness,1919.0,Expense,0,955.2240789473684,2460.98,541.98,1743.0742857142857,1390.3926666666666,0.0,65857.65,74
2022-06-18,2022,6,June,2,18,5,Saturday,24,3,1,0,0,Day stock.,Day stock.,Entertainment,1980.56,Expense,0,1036.1221678321679,2948.48,1919.0,1327.7257142857143,1409.9346666666668,1.0,72502.79,71
2022-06-19,2022,6,June,2,19,6,Sunday,24,3,1,0,0,Section child.,Section child.,Rent,1310.93,Expense,0,982.2750909090909,6829.400000000001,1980.56,1252.5842857142857,1428.0483333333332,1.0,85035.32,76
2022-06-20,2022,6,June,2,20,0,Monday,25,3,0,0,0,Also available concern edge.,Also available concern edge.,Food & Drink,196.07,Expense,0,1070.425436241611,6618.52,1310.93,1136.392857142857,1373.5473333333332,1.0,74813.51,70
2022-06-21,2022,6,June,2,21,1,Tuesday,25,3,0,0,0,Start treat imagine later identify.,Start treat imagine later identify.,Salary,121.67,Expense,0,1020.9147260273971,1993.13,196.07,923.1642857142857,1356.811,1.0,72234.91,75
2022-06-21,2022,6,June,2,21,1,Tuesday,25,3,0,0,0,Hope brother.,Hope brother.,Investment,1177.0,Income,1,2558.112676056338,5819.0,121.67,1035.3157142857142,1364.7993333333332,0.0,149986.0,60
2022-06-23,2022,6,June,2,23,3,Thursday,25,4,0,0,0,Face rate.,Face rate.,Rent,1790.63,Expense,0,982.2750909090909,6829.400000000001,1177.0,1213.6942857142858,1373.6323333333335,2.0,86825.95,77
2022-06-23,2022,6,June,2,23,3,Thursday,25,4,0,0,0,As second animal summer group.,As second animal summer group.,Shopping,1293.37,Expense,0,979.205,2907.64,1790.63,1124.3185714285714,1391.8213333333333,0.0,78033.45,77
2022-06-25,2022,6,June,2,25,5,Saturday,25,4,1,0,0,She join house.,She join house.,Entertainment,430.72,Expense,0,1036.1221678321679,2948.48,1293.37,902.9128571428572,1356.6756666666665,2.0,72933.51,72
2022-06-25,2022,6,June,2,25,5,Saturday,25,4,1,0,0,Choose detail section someone.,Choose detail section someone.,Salary,549.48,Expense,0,1020.9147260273971,1993.13,430.72,794.1342857142856,1277.725,0.0,72784.39,76
2022-06-26,2022,6,June,2,26,6,Sunday,25,4,1,0,0,Whether century quality.,Whether century quality.,Travel,1799.63,Expense,0,1059.3611875000001,1799.63,549.48,1023.2142857142857,1258.2459999999999,1.0,90764.0,85
2022-06-26,2022,6,June,2,26,6,Sunday,25,4,1,0,0,Network never.,Network never.,Food & Drink,366.92,Expense,0,1070.425436241611,6618.52,1799.63,1058.25,1237.0230000000001,0.0,75180.43000000001,71
2022-06-30,2022,6,June,2,30,3,Thursday,26,5,0,0,1,Above others.,Above others.,Food & Drink,1923.32,Expense,0,1070.425436241611,6618.52,366.92,1164.8671428571429,1283.731,4.0,77103.75,72
2022-07-01,2022,7,July,3,1,4,Friday,26,1,0,1,0,Water fight security tough gas.,Water fight security tough gas.,Shopping,1858.46,Expense,0,979.205,4572.31,1923.32,1174.5571428571427,1334.1183333333333,1.0,79891.91,78
2022-07-02,2022,7,July,3,2,5,Saturday,26,1,1,0,0,Central contain pattern education boy.,Central contain pattern education boy.,Entertainment,1137.72,Expense,0,1036.1221678321679,4433.07,1858.46,1152.3214285714287,1341.1406666666667,1.0,74071.23,73
2022-07-04,2022,7,July,3,4,0,Monday,27,1,0,0,0,Maintain former campaign pretty beyond.,Maintain former campaign pretty beyond.,Food & Drink,204.39,Expense,0,1070.425436241611,795.17,1137.72,1119.9885714285715,1335.4116666666669,2.0,77308.14,73
2022-07-04,2022,7,July,3,4,0,Monday,27,1,0,0,0,Surface usually.,Surface usually.,Health & Fitness,773.85,Expense,0,955.2240789473684,773.85,204.39,1152.0414285714287,1326.1183333333333,0.0,66631.5,75
2022-07-04,2022,7,July,3,4,0,Monday,27,1,0,0,0,Popular available public economy.,Popular available public economy.,Rent,1006.58,Expense,0,982.2750909090909,3681.67,773.85,1038.7485714285715,1296.6403333333335,0.0,87832.53,78
2022-07-05,2022,7,July,3,5,1,Tuesday,27,1,0,0,0,Fish late pattern.,Fish late pattern.,Rent,687.78,Expense,0,982.2750909090909,3681.67,1006.58,1084.5857142857144,1291.8776666666668,1.0,88520.31,79
2022-07-06,2022,7,July,3,6,2,Wednesday,27,1,0,0,0,Charge note space when collection.,Charge note space when collection.,Shopping,1938.15,Expense,0,979.205,4572.31,687.78,1086.7042857142858,1351.6406666666667,1.0,81830.06,79
2022-07-13,2022,7,July,3,13,2,Wednesday,28,2,0,0,0,Size republican political.,Size republican political.,Travel,1569.26,Expense,0,1059.3611875000001,2542.88,1938.15,1045.3899999999999,1249.216,7.0,92333.26,86
2022-07-17,2022,7,July,3,17,6,Sunday,28,3,1,0,0,Care run there leg.,Care run there leg.,Entertainment,718.06,Expense,0,1036.1221678321679,4433.07,1569.26,985.4385714285715,1231.835,4.0,74789.29,74
2022-07-17,2022,7,July,3,17,6,Sunday,28,3,1,0,0,Main board population.,Main board population.,Shopping,379.62,Expense,0,979.205,4572.31,718.06,1010.4714285714286,1200.423,0.0,82209.68,80
2022-07-17,2022,7,July,3,17,6,Sunday,28,3,1,0,0,Teach cause mrs.,Teach cause mrs.,Shopping,180.53,Expense,0,979.205,4572.31,379.62,925.7114285714287,1186.5406666666668,0.0,82390.21,81
2022-07-18,2022,7,July,3,18,0,Monday,29,3,0,0,0,Baby away affect medical all.,Baby away affect medical all.,Entertainment,1429.09,Expense,0,1036.1221678321679,4433.07,180.53,986.0699999999999,1071.2436666666667,1.0,76218.38,75
2022-07-18,2022,7,July,3,18,0,Monday,29,3,0,0,0,If operation trade necessary myself.,If operation trade necessary myself.,Investment,3612.0,Income,1,2558.112676056338,6769.0,1429.09,1403.8157142857142,1130.413,0.0,153598.0,61
2022-07-19,2022,7,July,3,19,1,Tuesday,29,3,0,0,0,President chance hotel through.,President chance hotel through.,Utilities,1481.91,Expense,0,935.2482165605096,1665.63,3612.0,1338.6385714285716,1146.163,1.0,78554.86,76
2022-07-20,2022,7,July,3,20,2,Wednesday,29,3,0,0,0,Let member however.,Let member however.,Rent,192.13,Expense,0,982.2750909090909,3681.67,1481.91,1141.9057142857143,1098.7583333333334,1.0,88712.44,80
2022-07-22,2022,7,July,3,22,4,Friday,29,4,0,0,0,Production summer.,Production summer.,Salary,726.24,Expense,0,1020.9147260273971,726.24,192.13,1143.0742857142857,1109.9016666666669,2.0,73510.63,77
2022-07-25,2022,7,July,3,25,0,Monday,30,4,0,0,0,Cell city not not the.,Cell city not not the.,Utilities,183.72,Expense,0,935.2482165605096,1665.63,726.24,1115.0885714285714,1097.9596666666666,3.0,78738.58,77
2022-07-27,2022,7,July,3,27,2,Wednesday,30,4,0,0,0,Plant event score official now.,Plant event score official now.,Rent,1452.44,Expense,0,982.2750909090909,3681.67,183.72,1296.7900000000002,1082.4076666666667,2.0,90164.88,81
2022-07-27,2022,7,July,3,27,2,Wednesday,30,4,0,0,0,Truth thing always possible.,Truth thing always possible.,Food & Drink,590.78,Expense,0,1070.425436241611,795.17,1452.44,1177.0314285714285,1036.0816666666665,0.0,77898.92,74
2022-07-27,2022,7,July,3,27,2,Wednesday,30,4,0,0,0,Voice american seven discussion.,Voice american seven discussion.,Shopping,215.55,Expense,0,979.205,4572.31,590.78,691.8242857142858,999.5690000000001,0.0,82605.76,82
2022-07-27,2022,7,July,3,27,2,Wednesday,30,4,0,0,0,Doctor protect military social.,Doctor protect military social.,Investment,3157.0,Income,1,2558.112676056338,6769.0,215.55,931.1228571428572,1098.2666666666667,0.0,156755.0,62
2022-07-28,2022,7,July,3,28,3,Thursday,30,4,0,0,0,Half president structure might.,Half president structure might.,Entertainment,1148.2,Expense,0,1036.1221678321679,4433.07,3157.0,1067.7042857142858,1132.4843333333333,1.0,77366.58,76
2022-07-28,2022,7,July,3,28,3,Thursday,30,4,0,0,0,Might good test.,Might good test.,Other,1888.0,Income,1,2726.7279411764707,4586.0,1148.2,1233.67,1156.1843333333334,0.0,189997.0,65
2022-07-29,2022,7,July,3,29,4,Friday,30,5,0,0,0,Thought according think key.,Thought according think key.,Other,2698.0,Income,1,2726.7279411764707,4586.0,1888.0,1592.8528571428571,1186.43,1.0,192695.0,66
2022-07-30,2022,7,July,3,30,5,Saturday,30,5,1,0,0,Method exactly.,Method exactly.,Rent,342.74,Expense,0,982.2750909090909,3681.67,2698.0,1434.3242857142857,1154.7423333333334,1.0,90507.62,82
2022-07-31,2022,7,July,3,31,6,Sunday,30,5,1,0,1,Church own stage.,Church own stage.,Travel,973.62,Expense,0,1059.3611875000001,2542.88,342.74,1489.0157142857145,1172.839,1.0,93306.88,87
2022-08-02,2022,8,August,3,2,1,Tuesday,31,1,0,0,0,Specific result loss long.,Specific result loss long.,Other,2520.0,Income,1,2726.7279411764707,8116.0,973.62,1818.2228571428573,1238.5230000000001,2.0,195215.0,67
2022-08-02,2022,8,August,3,2,1,Tuesday,31,1,0,0,0,Claim street against amount of.,Claim street against amount of.,Salary,1191.67,Expense,0,1020.9147260273971,3127.52,2520.0,1537.4614285714288,1218.2576666666666,0.0,74702.3,78
2022-08-03,2022,8,August,3,3,2,Wednesday,31,1,0,0,0,Picture always occur.,Picture always occur.,Investment,1609.0,Income,1,2558.112676056338,6292.0,1191.67,1603.2900000000002,1259.6603333333333,1.0,158364.0,63
2022-08-04,2022,8,August,3,4,3,Thursday,31,1,0,0,0,Election conference when.,Election conference when.,Shopping,671.11,Expense,0,979.205,7076.74,1609.0,1429.4485714285713,1217.9199999999998,1.0,83276.87,83
2022-08-06,2022,8,August,3,6,5,Saturday,31,1,1,0,0,These road.,These road.,Health & Fitness,886.04,Expense,0,955.2240789473684,3391.6499999999996,671.11,1170.597142857143,1185.506,2.0,67517.54,76
2022-08-07,2022,8,August,3,7,6,Sunday,31,1,1,0,0,Describe paper.,Describe paper.,Utilities,607.87,Expense,0,935.2482165605096,2041.19,886.04,1208.4728571428573,1167.8443333333335,1.0,79346.45,78
2022-08-12,2022,8,August,3,12,4,Friday,32,2,0,0,0,Color store over some.,Color store over some.,Entertainment,963.23,Expense,0,1036.1221678321679,3931.39,607.87,1206.9885714285715,1193.139,5.0,78329.81,77
2022-08-13,2022,8,August,3,13,5,Saturday,32,2,1,0,0,Process enough right garden law.,Process enough right garden law.,Other,3114.0,Income,1,2726.7279411764707,8116.0,963.23,1291.8457142857144,1271.144,1.0,198329.0,68
2022-08-15,2022,8,August,3,15,0,Monday,33,3,0,0,0,Her car admit.,Her car admit.,Salary,1935.85,Expense,0,1020.9147260273971,3127.52,3114.0,1398.1571428571428,1302.1196666666667,2.0,76638.15,79
2022-08-15,2022,8,August,3,15,0,Monday,33,3,0,0,0,Range step painting concern.,Range step painting concern.,Health & Fitness,758.35,Expense,0,955.2240789473684,3391.6499999999996,1935.85,1276.6357142857144,1304.4720000000002,0.0,68275.89,77
2022-08-16,2022,8,August,3,16,1,Tuesday,33,3,0,0,0,Me brother lot candidate owner.,Me brother lot candidate owner.,Shopping,736.38,Expense,0,979.205,7076.74,758.35,1285.9599999999998,1264.413,1.0,84013.25,84
2022-08-16,2022,8,August,3,16,1,Tuesday,33,3,0,0,0,Miss have analysis morning.,Miss have analysis morning.,Entertainment,1188.53,Expense,0,1036.1221678321679,3931.39,736.38,1329.172857142857,1251.722,0.0,79518.34,78
2022-08-17,2022,8,August,3,17,2,Wednesday,33,3,0,0,0,Smile high open scientist.,Smile high open scientist.,Food & Drink,1906.48,Expense,0,1070.425436241611,1906.48,1188.53,1514.6885714285715,1291.336,1.0,79805.4,75
2022-08-18,2022,8,August,3,18,3,Thursday,33,3,0,0,0,International effort.,International effort.,Entertainment,882.53,Expense,0,1036.1221678321679,3931.39,1906.48,1503.1599999999999,1308.0996666666665,1.0,80400.87,79
2022-08-19,2022,8,August,3,19,4,Friday,33,3,0,0,0,Exist theory.,Exist theory.,Rent,1639.74,Expense,0,982.2750909090909,2771.03,882.53,1292.5514285714285,1356.74,1.0,92147.36,83
2022-08-21,2022,8,August,3,21,6,Sunday,33,3,1,0,0,Country remember smile.,Country remember smile.,Shopping,1349.23,Expense,0,979.205,7076.74,1639.74,1208.7485714285715,1354.0780000000002,2.0,85362.48,85
2022-08-21,2022,8,August,3,21,6,Sunday,33,3,1,0,0,Brother according pressure reach firm.,Brother according pressure reach firm.,Other,2482.0,Income,1,2726.7279411764707,8116.0,1349.23,1454.9842857142855,1316.4113333333335,0.0,200811.0,69
2022-08-22,2022,8,August,3,22,0,Monday,34,4,0,0,0,Talk interest hand.,Talk interest hand.,Rent,903.64,Expense,0,982.2750909090909,2771.03,2482.0,1478.8785714285714,1297.1356666666666,1.0,93051.0,84
2022-08-22,2022,8,August,3,22,0,Monday,34,4,0,0,0,Choice prepare.,Choice prepare.,Utilities,1433.32,Expense,0,935.2482165605096,2041.19,903.64,1513.8485714285712,1338.5086666666668,0.0,80779.77,79
2022-08-23,2022,8,August,3,23,1,Tuesday,34,4,0,0,0,Sense including six lot.,Sense including six lot.,Shopping,1073.39,Expense,0,979.205,7076.74,1433.32,1394.8357142857144,1350.080333333333,1.0,86435.87,86
2022-08-24,2022,8,August,3,24,2,Wednesday,34,4,0,0,0,Never effect fill general relationship.,Never effect fill general relationship.,Shopping,1091.85,Expense,0,979.205,7076.74,1073.39,1424.7385714285715,1380.3513333333333,1.0,87527.72,87
2022-08-26,2022,8,August,3,26,4,Friday,34,4,0,0,0,Security land record.,Security land record.,Health & Fitness,1406.25,Expense,0,955.2240789473684,3391.6499999999996,1091.85,1391.3828571428571,1378.8116666666667,2.0,69682.14,78
2022-08-26,2022,8,August,3,26,4,Friday,34,4,0,0,0,Democrat hundred.,Democrat hundred.,Rent,227.65,Expense,0,982.2750909090909,2771.03,1406.25,1231.1571428571428,1366.7073333333333,0.0,93278.65,85
2022-08-28,2022,8,August,3,28,6,Sunday,34,4,1,0,0,Pass range appear home player.,Pass range appear home player.,Health & Fitness,341.01,Expense,0,955.2240789473684,3391.6499999999996,227.65,925.3014285714286,1370.8893333333333,2.0,70023.15,79
2022-08-29,2022,8,August,3,29,0,Monday,35,5,0,0,0,Likely outside because.,Likely outside because.,Shopping,1933.95,Expense,0,979.205,7076.74,341.01,1072.4885714285715,1330.1209999999999,1.0,89461.67,88
2022-08-30,2022,8,August,3,30,1,Tuesday,35,5,0,0,0,He participant right.,He participant right.,Shopping,220.83,Expense,0,979.205,7076.74,1933.95,899.2757142857143,1299.2086666666667,1.0,89682.5,89
2022-08-31,2022,8,August,3,31,2,Wednesday,35,5,0,0,1,Prevent expert white arm similar.,Prevent expert white arm similar.,Investment,4683.0,Income,1,2558.112676056338,6292.0,220.83,1414.9342857142858,1392.3753333333334,1.0,163047.0,64
2022-08-31,2022,8,August,3,31,2,Wednesday,35,5,0,0,1,Keep cut prevent sound.,Keep cut prevent sound.,Entertainment,897.1,Expense,0,1036.1221678321679,3931.39,4683.0,1387.112857142857,1332.3453333333334,0.0,81297.97,80
2022-09-01,2022,9,September,3,1,3,Thursday,35,1,0,1,0,Almost outside middle.,Almost outside middle.,Utilities,696.49,Expense,0,935.2482165605096,5163.41,897.1,1285.7185714285713,1344.1369999999997,1.0,81476.26,80
2022-09-02,2022,9,September,3,2,4,Friday,35,1,0,0,0,College already dream a church.,College already dream a church.,Investment,2920.0,Income,1,2558.112676056338,16058.0,696.49,1670.3400000000001,1409.0163333333335,1.0,165967.0,65
2022-09-03,2022,9,September,3,3,5,Saturday,35,1,1,0,0,Good house only military.,Good house only military.,Rent,240.98,Expense,0,982.2750909090909,4013.62,2920.0,1656.05,1333.049,1.0,93519.63,86
2022-09-03,2022,9,September,3,3,5,Saturday,35,1,1,0,0,Near risk.,Near risk.,Utilities,703.17,Expense,0,935.2482165605096,5163.41,240.98,1480.224285714286,1316.7656666666667,0.0,82179.43,81
2022-09-03,2022,9,September,3,3,5,Saturday,35,1,1,0,0,Give white everybody paper create.,Give white everybody paper create.,Entertainment,1047.02,Expense,0,1036.1221678321679,1951.67,703.17,1598.251428571429,1298.0330000000001,0.0,82344.99,81
2022-09-04,2022,9,September,3,4,6,Sunday,35,1,1,0,0,Above company media next me.,Above company media next me.,Rent,881.95,Expense,0,982.2750909090909,4013.62,1047.02,1055.2442857142858,1305.0610000000001,1.0,94401.58,87
2022-09-04,2022,9,September,3,4,6,Sunday,35,1,1,0,0,Sort what.,Sort what.,Health & Fitness,143.68,Expense,0,955.2240789473684,854.1300000000001,881.95,947.6128571428571,1280.3156666666666,0.0,70166.83,80
2022-09-05,2022,9,September,3,5,0,Monday,36,1,0,0,0,Economic kind help low during.,Economic kind help low during.,Investment,685.0,Income,1,2558.112676056338,16058.0,143.68,945.9714285714286,1282.8866666666665,1.0,166652.0,66
